EntityRegistrantme;EntityCentralIndexKey;standardIndustrialClassification;DocumentFiscalYearFocus;ETR;Tax_Credit_Total;NetIncomeAvailableToCommonStockholdersBasic;NonoperatingIncomeLossPlusInterestAndDebtExpense;IncomeFromContinuingOperationsBeforeTax;Tax_Settlement_Total;Federal_Income;OtherComprehensiveIncome;ComprehensiveIncomeAttributableToNoncontrollingInterest;NetIncomeAttributableToParent;CostsAndExpenses;Foreign_Income;IncomeFromEquityMethodInvestments;Other_Reconciling_Total;State_Local_Income;OperatingIncomeLoss;OtherOperatingIncome;GrossProfit;PreferredStockDividendsAndOtherAdjustments;IncomeFromDiscontinuedOperations;ComprehensiveIncome;Revenues;IncomeTaxExpenseBenefit;NondeductibleExpense_Total;OperatingExpenses;ComprehensiveIncomeAttributableToParent;NetIncomeAttributableToNoncontrollingInterest;NetIncomeLoss;Tax_Contingency_Total;IncomeBeforeEquityMethodInvestments;Deduction_Total;ExtraordaryItemsGainLoss;IncomeFromContinuingOperationsAfterTax;CostOfRevenue
WEST CORP;1024657;SERVICES-BUSINESS SERVICES, NEC [7389];2012;0.395;;125541000;;;;;;;125541000;;;;;;478175000;;1413565000;;;134446000;;82068000;;;;;125541000;;;;;;1224459000
TENNECO INC;1024725;MOTOR VEHICLE PARTS & ACCESSORIES [3714];2012;;;;;323000000;;1.13E+08;-25000000;;275000000;;-2.10E+07;;;4000000;;;;;;279000000;;19000000;;;249000000;29000000;304000000;-6000000;323000000;;;;
SUN HYDRAULICS CORP;1024795;MISCELLANEOUS FABRICATED METAL PRODUCTS [3490];2012;;;;;55853000;;19549000;;;37398000;;-901000;;-358000;935000;54409000;;80572000;;;40121000;204367000;18455000;411000;;40121000;;37398000;;55853000;;;;123795000
GOLDEN QUEEN MINING CO LTD;1025362;METAL MINING [1000];2012;;;-67729780;;;;;;;-67729780;;;;;;;;;;;;;;;68548135;;;-67729780;;;;;;
CHASE PACKAGING CORP;1025771;AGRICULTURE SERVICES [0700];2011;;;-1033757;;-477582;;;;;-477582;;;;;;-598911;;;556175;;;;0;;;;;-477582;;-477582;;;;
ENTERPRISE FINCIAL SERVICES CORP;1025835;STATE COMMERCIAL BANKS [6022];2012;;883000;25101000;;41914000;;14670000;4188000;;28296000;;;;;1232000;;;;;;32484000;165464000;13618000;326000;;32484000;;28296000;;41914000;;;;
DCB FINCIAL CORP;1025877;STATE COMMERCIAL BANKS [6022];2012;;;602000;;533000;;181000;157000;;602000;;;;;;;;;;;759000;18848000;-69000;;;;;602000;;533000;;;;
FEDERAL HOME LOAN MORTGAGE CORP;1026214;FEDERAL & FEDERALLY-SPONSORED CREDIT AGENCIES [6111];2012;-0.163;536000000;-2074000000;;;;3.31E+12;;0;;;;;;;;;;;;;;-1537000000;;;;0;;-1205000000;;;;;
CORE MOLDING TECHNOLOGIES INC.;1026655;PLASTICS PRODUCTS, NEC [3089];2012;;;8190000;;12156000;;4133000;;;8190000;;-169000;;;;;;25848000;;;7500000;162450000;3966000;;;7500000;;8190000;;12156000;;;;136602000
Asia Travel Corp;1027235;HOTELS & MOTELS [7011];2013;;;-240787;;-238801;;;;;-240787;;;;;;-239103;;25143;;;-240859;121974;;;264246;-240859;;-240787;;;;;;96831
VALMONT INDUSTRIES INC;102729;FABRICATED STRUCTURAL METAL PRODUCTS [3440];2012;0.352;;234072000;;359290000;;;;6079000;;;;6128000;;;382296000;;802456000;;;220037000;;126502000;;;213958000;4844000;238916000;;359290000;;;;
VALSPAR CORP;102741;PAINTS, VARNISHES, LACQUERS, EMELS & ALLIED PRODUCTS [2851];2013;0.317;;;;423795000;;;;;289255000;;;;;;492424000;;1358058000;;;292402000;;134540000;;865634000;292402000;;289255000;;423795000;;;;
CHICAGO BRIDGE & IRON CO N V;1027884;CONSTRUCTION SPECIAL TRADE CONTRACTORS [1700];2012;0.286;;301655000;;444066000;;;;;301655000;;;17931000;;-3659000;455643000;;698707000;;;279965000;;127003000;;;261775000;15408000;317063000;2205000;;;;;
EURONET WORLDWIDE INC;1029199;FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC [6099];2012;;;;;;;16567000;;;;;-8407000;;;1514000;;;;;;;;;426000;;;;;;;;;;
SONIC FOUNDRY INC;1029744;RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT [3663];2013;;;;;-552000;;-188000;;;-792000;;;209000;;-11000;-638000;;20060000;;;-1030000;27756000;240000;111000;20698000;-1030000;;-792000;;-552000;;;;7696000
GULFMARK OFFSHORE INC;1030749;OIL & GAS FILED MACHINERY & EQUIPMENT [3533];2012;0.122;;19231000;;21942000;;;;;19273000;338200000;;;;;51005000;;;;;48043000;;2669000;;;48043000;;19273000;;21942000;;;;
TRC COMPANIES INC /DE/;103096;HAZARDOUS WASTE MAGEMENT [4955];2013;-0.983;;36275000;;18224000;;;75000;65000;36275000;306595000;;0;;;18561000;;;;;36285000;320403000;-17986000;;;36220000;-65000;36210000;;18224000;;;;268545000
StarTek  Inc.;1031029;SERVICES-HELP SUPPLY SERVICES [7363];2012;-0.011;;-10488000;;-10372000;;;-9461000;;-10488000;;;;;;-10714000;;22997000;;;1027000;198092000;116000;;;1027000;;-10488000;;-10372000;;;;175095000
GROUP 1 AUTOMOTIVE INC;1031203;RETAIL-AUTO DEALERS & GASOLINE STATIONS [5500];2012;0.377;;94940000;;160735000;;56257000;-3821000;;100209000;;-854000;;;3455000;229996000;;1117252000;;;96388000;;60526000;;;;;100209000;;160735000;;;;
VEECO INSTRUMENTS INC;103145;SPECIAL INDUSTRY MACHINERY, NEC [3559];2012;;;30928000;;38186000;;13366000;;;;;-2387000;;;-89000;37212000;;215133000;;4399000;30311000;516020000;11657000;622000;177921000;;;30928000;;38186000;;;;300887000
GULF ISLAND FABRICATION INC;1031623;FABRICATED STRUCTURAL METAL PRODUCTS [3440];2012;0.243;;-4137000;;-5405000;;-1892000;;;-4091000;;;;-205000;783000;-5966000;;3840000;;;;521340000;-1314000;;;;;-4091000;;-5405000;;;;517500000
SLM CORPORATION;1032033;PERSOL CREDIT INSTITUTIONS [6141];2012;0.346;;919000000;;1433000000;;;8000000;-2000000;939000000;;;;;;;;;;1000000;945000000;;497000000;;996000000;;-2000000;937000000;;1433000000;;;;
Sempra Energy;1032208;ELECTRIC & OTHER SERVICES COMBINED [4931];2012;0.06;;;;943000000;;;117000000;;859000000;;;-7000000;;;;;;6000000;;1037000000;;59000000;;;;55000000;920000000;;943000000;;;;
MAXIMUS INC;1032220;SERVICES-BUSINESS SERVICES, NEC [7389];2013;;;116731000;;189059000;;66171000;;;116731000;;-3499000;;;8183000;186208000;;386033000;;-394000;104478000;1331279000;71934000;;;;;116731000;;189059000;;;;945246000
LOGITECH INTERTIOL SA;1032975;COMPUTER PERIPHERAL EQUIPMENT, NEC [3577];2013;;;-228137000;;-253725000;;-21567000;;;;;;;;;-252434000;;707302000;;;-224283000;2099883000;-25588000;;959736000;-224283000;;-228137000;;-253725000;;;;1392581000
FLAGSTAR BANCORP INC;1033012;SAVINGS INSTITUTION, FEDERALLY CHARTERED [6035];2012;;;49048000;;52731000;;;;;68376000;;;;;;;;;5658000;;74537000;1318473000;-15645000;;;74537000;;68376000;;52731000;;;;
V F CORP;103379;MEN'S & BOYS' FURNISHINGS, WORK CLOTHING, AND ALLIED GARMENTS [2320];2012;;;;;1421875000;;497656000;-32418000;139000;1085999000;;-165318000;;12155000;24304000;1465267000;;;;;1053720000;;335737000;;;1053581000;;1086138000;;1421875000;;;;
Luminex Corp;1033905;SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841];2012;0.455;;12407000;;22780000;;;;;12407000;;;;;;22716000;;142574000;;;12524000;202582000;10373000;;119858000;12524000;;12407000;;22780000;;;;60008000
ICAHN ENTERPRISES L.P.\n;813762;PETROLEUM REFINING [2911];2012;-0.125;;396000000;;646000000;;;-127000000;302000000;396000000;;;;;;;;;;0;600000000;;-81000000;;;298000000;331000000;727000000;;;;;;
BAY BANKS OF VIRGINIA INC;1034594;STATE COMMERCIAL BANKS [6022];2012;0.232;;697762;;908234;;;-826065;;697762;;;;;;;;;;;-128303;13890802;210472;;;-128303;;697762;;908234;;;;
AUTOLIV INC;1034670;MOTOR VEHICLE PARTS & ACCESSORIES [3714];2012;0.274;;483100000;;668600000;;;2000000;-2700000;483100000;;;8100000;;;705400000;;1646200000;;;487600000;;183000000;;;484900000;2500000;485600000;;668600000;;;;
RIGEL PHARMACEUTICALS INC;1034842;PHARMACEUTICAL PREPARATIONS [2834];2012;;;-98840000;;;;;;;;101627000;;;;;-99377000;;;;;-98764000;;;;;-98764000;;-98840000;;;;;;
VALERO ENERGY CORP/TX;1035002;PETROLEUM REFINING [2911];2012;;;2083000000;;;;1.30E+12;12000000;-3000000;2083000000;;2.66E+08;;;64000000;;;;;0;2092000000;;1626000000;;;2095000000;-3000000;2080000000;;;;;;
CALIFORNIA WATER SERVICE GROUP;1035201;WATER SUPPLY [4941];2012;;;48828000;;;;24600000;;;;;;;-85000;4041000;73843000;;;;;;;21452000;;;;;48828000;;;;;;
SOUTH JERSEY GAS Co;1035216;TURAL GAS TRANSMISSION & DISTRIBUTION [4923];2012;0.41;;;;91952000;;32183000;-1156000;;;320112000;;;-1412000;5302000;101762000;;;;;57085000;421874000;33711000;;;57085000;;58241000;;91952000;;;;188710000
INTUITIVE SURGICAL INC;1035267;ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES [3842];2012;;;;;893900000;;312900000;5700000;;656600000;;-42800000;;200000;15800000;878100000;;1570300000;;;662300000;;237300000;;692200000;662300000;;656600000;;893900000;;;;608500000
SELECT MEDICAL HOLDINGS CORP;1320414;SERVICES-SPECIALTY OUTPATIENT FACILITIES, NEC [8093];2012;0.368;;145716000;;243550000;;;;;148230000;;;7705000;;;336859000;;;;;151948000;;89657000;;;148230000;5663000;153893000;;;;;;
CALLIDUS SOFTWARE INC;1035748;SERVICES-COMPUTER PROGRAMMING SERVICES [7371];2012;;;-27698000;;-27310000;;-9286000;;;;;427000;;;;-23929000;;44612000;;;-27648000;94952000;388000;2416000;68541000;-27648000;;-27698000;;-27310000;;;;50340000
COMFORT SYSTEMS USA INC;1035983;ELECTRICAL WORK [1731];2012;;;13463000;;21539000;;7539000;;;;;;;384000;1011000;22303000;;207621000;;;13463000;1331185000;10045000;481000;;13463000;-1614000;11849000;198000;21539000;;;;1123564000
WAYNE SAVINGS BANCSHARES INC /DE/;1036030;SAVINGS INSTITUTION, FEDERALLY CHARTERED [6035];2012;;;1722000;;2100000;;714000;-541000;;1722000;;;;;;;;;;;1181000;15303000;378000;;;1181000;;1722000;;2100000;;;;
QAD INC;1036188;SERVICES-PREPACKAGED SOFTWARE [7372];2013;;;;;10290000;;3499000;;;6639000;;-1355000;;;208000;11808000;;144579000;;;8657000;252172000;3651000;296000;132771000;8657000;;6639000;-68000;10290000;;;;107593000
DOMINION RESOURCES INC /VA/;715957;ELECTRIC SERVICES [4911];2012;0.293;;;;497000000;;;-267000000;27000000;302000000;;;25000000;;;1156000000;;;;-22000000;62000000;;146000000;;;35000000;27000000;329000000;;497000000;;;;
AEROCENTURY CORP;1036848;SERVICES-EQUIPMENT RENTAL & LEASING, NEC [7359];2012;;;5189000;;7886700;;2681500;;;5189000;;;;;33200;;;;;;;29358100;2697700;;21471400;;;5189000;;7886700;;;;
RALPH LAUREN CORP;1037038;MEN'S & BOYS' FURNISHINGS, WORK CLOTHING, AND ALLIED GARMENTS [2320];2013;;;750000000;;1089300000;;381300000;-103000000;;750000000;;-75300000;-9500000;;28100000;1126700000;;;;;647000000;;339300000;;;647000000;;750000000;6500000;;;;;
VISHAY INTERTECHNOLOGY INC;103730;ELECTRONIC COMPONENTS & ACCESSORIES [3670];2012;;;;;170037000;;59513000;-14000000;793000;122738000;;-19083000;;;217000;189201000;;526673000;;;109531000;;46506000;;;108738000;793000;123531000;6626000;;;;;1703424000
BOSTON PROPERTIES INC;1037540;REAL ESTATE INVESTMENT TRUSTS [6798];2012;;;289650000;;;;;2594000;42489000;289650000;1224586000;;49078000;;;651681000;;;;33763000;334733000;1876267000;;;;291971000;;332139000;;;;;;
METTLER TOLEDO INTERTIOL INC/;1037646;LABORATORY ALYTICAL INSTRUMENTS [3826];2012;;;290847000;;382601000;;133910000;;;290847000;;-44288000;;;1459000;;;1241055000;;;280324000;;91754000;;;280324000;;290847000;;382601000;;;;289269000
AMETEK INC/;1037868;MOTORS & GENERATORS [3621];2012;0.307;;459132000;;662475000;;;;;459132000;;;;;;745872000;;;;;465065000;;203343000;;;465065000;;459132000;;662475000;;;;
JONES LANG LASALLE INC;1037976;REAL ESTATE AGENTS & MAGERS (FOR OTHERS) [6531];2012;0.249;;207556000;;278087000;;97331000;;;208050000;;-33540000;23857000;;2753000;289403000;;;;;250753000;;69244000;;;250753000;793000;208843000;-5861000;;;;;
SILICON LABORATORIES INC;1038074;SEMICONDUCTORS & RELATED DEVICES [3674];2012;0.264;;63548000;;86348000;;;;;;;;;;;85675000;;338017000;;;65069000;563294000;22800000;;252342000;65069000;;63548000;;86348000;;;;225277000
Heska Corp;1038133;BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES) [2836];2012;41;;1203000;;2023000;;;;;1203000;;;;;;2158000;;31101000;;;1257000;72805000;820000;;28943000;1257000;;1203000;;2023000;;;;41704000
Reis  Inc.;1038222;SERVICES-BUSINESS SERVICES, NEC [7389];2012;-0.5589;;;;2586330;;-3399000;;;-4283582;;;;;-96000;;;24611713;;-12296912;;;-5427000;5000;21921912;;;-4283582;;;;;;
INTERTIOL ISOTOPES INC;1038277;INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL [3823];2012;;;-2240810;;;;;;;-2240810;;;-54463;;-103077;-2183450;;2651901;;;;;-761876;129843;4835351;;-41289;-2282099;;;;;;
Pioneer tural Resources Company;1038357;CRUDE PETROLEUM & TURAL GAS [1311];2012;0.4;;189256000;;280057000;;-80332000;3130000;50537000;192285000;;;2183000;;-5214000;;;;;55149000;245952000;;92384000;;;195415000;50537000;242822000;;280057000;;;;
PRUCO LIFE INSURANCE OF NEW JERSEY;1038509;LIFE INSURANCE [6311];2012;;;;;;;50144000;325000;;;;;;;;;;;;;104386000;284605000;39206000;;;104386000;;104061000;;;;;;
VOLT INFORMATION SCIENCES  INC.;103872;SERVICES-HELP SUPPLY SERVICES [7363];2012;;;;;-11212000;;-3924000;-668000;;-13603000;;98000;;;-95000;-7376000;41843000;;;;-14271000;;2391000;;;-14271000;;-13603000;;-11212000;;;;
OSI SYSTEMS INC;1039065;SEMICONDUCTORS & RELATED DEVICES [3674];2013;0.364;;44135000;;69414000;;;;;;;;100000;;;74438000;;290426000;;;42087000;802047000;25279000;;215988000;42087000;;44135000;;69414000;;;;114560000
FORMFACTOR INC.;1039399;SEMICONDUCTORS & RELATED DEVICES [3674];2012;;;-35546000;;-61966000;;-21687000;;;-35546000;;598000;;;-1991000;-64118000;;25331000;;;-36531000;178535000;-26420000;;89449000;-36531000;;-35546000;;-61966000;;;;153204000
ONEOK INC /NEW/;1039684;TURAL GAS TRANSMISSION & DISTRIBUTION [4923];2012;;;360619000;;944446000;;196537000;;355901000;360619000;;;123024000;;11799000;1102500000;;;;762000;705843000;;215195000;;1255077000;349942000;382911000;743530000;;;;;;
AMERICAN EQUITY INVESTMENT LIFE HOLDING CO;1039828;LIFE INSURANCE [6311];2012;0.328;;57798000;;85989000;;30096000;;;57798000;;;;-29000;;;;;;;287376000;1588558000;28191000;;;287376000;;57798000;;85989000;;;;
Pixelworks  Inc.;1040161;SEMICONDUCTORS & RELATED DEVICES [3674];2012;0.09;;;;-6265000;;;;;-5694000;;;;;;-5853000;;29848000;;;-5740000;59710000;-571000;;35701000;-5740000;;-5694000;;-6265000;;;;29862000
SYNTEL INC;1040426;SERVICES-COMPUTER PROGRAMMING SERVICES [7371];2012;0.227;;185543000;;239928000;;;13700000;;185543000;;;;;;211940000;;314984000;;;171844000;723903000;54385000;;;171844000;;185543000;;239928000;;;;408919000
AEHR TEST SYSTEMS;1040470;INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGLS [3825];2013;-0.009;;-3419000;;-3389000;;;;0;-3419000;;;;;;-3307000;;6776000;;;-3433000;16488000;30000;;10083000;-3433000;0;-3419000;;;;;;9712000
CARRIZO OIL & GAS INC;1040593;CRUDE PETROLEUM & TURAL GAS [1311];2012;;;55487000;;82133000;;28747000;;;55487000;;;0;;1681000;98653000;;;;4310000;;;30956000;93000;269527000;;;55487000;;82133000;;;;
WALTER INVESTMENT MAGEMENT CORP;1040719;MORTGAGE BANKERS & LOAN CORRESPONDENTS [6162];2012;;;-22134000;;-35451000;;-12408000;77000;;-22134000;668361000;;;;-1266000;;;;;;-22057000;666989000;-13317000;;;-22057000;;-22134000;;-35451000;;;;
FOUR OAKS FINCORP INC;1040799;STATE COMMERCIAL BANKS [6022];2012;;;-6969000;;-7144000;;-2429000;-343000;;-6969000;;;;;-36000;-6969000;;;;;-7312000;34379000;-175000;;;-7312000;;-6969000;;-7144000;;;;
Ryman Hospitality Properties  Inc.;1040829;REAL ESTATE INVESTMENT TRUSTS [6798];2012;0.07;;;;-28669000;;;11428000;;-26644000;570905000;;109000;;;-4754000;;;;-9000;-15216000;986594000;-2034000;;;-15216000;;-26644000;;;;;;
SL GREEN REALTY CORP;1040971;REAL ESTATE INVESTMENT TRUSTS [6798];2012;;;155984000;;82524000;;;-1530000;;196405000;298322000;;76418000;;;;;;;6627000;208170000;1400255000;;;;185253000;13295000;209700000;;82524000;;;;
ROCKWELL MEDICAL  INC.;1041024;ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS [3845];2012;;;-54021515;;-54021515;;-18367000;;;-54021515;;;;;;-54262082;;6693427;;;-53740403;;0;;;-53740403;;-54021515;;;;;;43148965
NET 1 UEPS TECHNOLOGIES INC;1041514;FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC [6099];2013;0.5373;;12977000;;27279000;;;-25136000;-3000;12977000;;;351000;;;23162000;;;;4000000;-12162000;452147000;14656000;;;-12159000;-3000;12974000;;27279000;;;;196834000
HOPFED BANCORP INC;1041550;STATE COMMERCIAL BANKS [6022];2012;0.167;220000;2840000;;4886000;;1661000;2357000;;;;;;;79000;;;;1229246;;6426000;40840000;817000;72000;;6426000;;4069000;;4886000;;;;
PRICESMART INC;1041803;RETAIL-VARIETY STORES [5331];2013;0.316;;82485000;;123211000;;;-8293000;;84265000;;;-4000;;;127935000;;;;0;75972000;;38942000;;;;;84265000;;123211000;;;;1929428000
AMERICAN FINCIAL GROUP INC;1042046;FIRE, MARINE & CASUALTY INSURANCE [6331];2012;;;488000000;;537000000;;1.88E+08;260000000;-78000000;488000000;;;;;;537000000;;;;;662000000;;135000000;;;740000000;-86000000;402000000;-67000000;537000000;;;;
DISH DBS CORP;1042642;COMMUNICATION SERVICES, NEC [4899];2012;0.371;;484266000;;;;;;;;;;;;;1392935000;;;;;491796000;;285926000;;;491796000;;484266000;;;;;;1660685000
CENTERPOINT ENERGY RESOURCES CORP;1042773;ELECTRIC SERVICES [4911];2012;0.642;;137000000;168000000;383000000;;1.34E+08;;;137000000;;;31000000;0;31000000;394000000;;;;;143000000;;246000000;;;143000000;;137000000;;383000000;;;;
Piedmont Office Realty Trust  Inc.;1042776;OPERATORS OF NONRESIDENTIAL BUILDINGS [6512];2012;;;;;;;;;;93204000;;;923000;;;139778000;;;;29378000;88581000;536382000;;;396604000;88581000;15000;93219000;;;;;;
EQUITY ONE  INC.;1042810;REAL ESTATE INVESTMENT TRUSTS [6798];2012;;;-4709000;;-7467000;;-2616000;-6431000;10702000;-3477000;216125000;7000;542000;;-272000;208733000;;;;13980000;794000;306604000;-2503000;;;-9908000;10702000;7225000;;-7467000;;;;
DRIL-QUIP INC;1042893;OIL & GAS FILED MACHINERY & EQUIPMENT [3533];2012;0.264;;119209000;;162122000;;;123822000;;119209000;571339000;;;;;161692000;;;;;123822000;733031000;42913000;;;123822000;;119209000;;162122000;;;;451666000
CAPITAL SENIOR LIVING CORP;1043000;SERVICES-NURSING & PERSOL CARE FACILITIES [8050];2012;;;-3119000;;-4150000;;-1397000;;;-3119000;296881000;;-217000;;641000;13655000;;;;;-3119000;310536000;-1031000;;;-3119000;;-3119000;;;;;;
ANLY CAPITAL MAGEMENT INC;1043219;REAL ESTATE INVESTMENT TRUSTS [6798];2012;0.51;;1696370000;;1771812000;;;;;1735900000;;;;;;;;;39530000;;1780154000;;35912000;;;1780154000;;1735900000;;1771812000;;;;
C H ROBINSON WORLDWIDE INC;1043277;ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO [4731];2012;0.38;;593804000;;958462000;;;-230000;;593804000;;;;;;675320000;;;;;593574000;;364658000;;;593574000;;593804000;;958462000;;;;1483745000
JUNIPER NETWORKS INC;1043604;COMPUTER COMMUNICATIONS EQUIPMENT [3576];2012;;;;;291500000;;1.02E+08;22300000;0;186500000;;-11600000;;;2000000;308100000;;;;;208800000;;105000000;;;208800000;0;186500000;;;;;;1656600000
VASCO DATA SECURITY INTERTIOL INC;1044777;SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN [7373];2012;;;15599000;;21697000;;7377000;;;15599000;;-2513000;;666000;;21027000;;99565000;;-630000;;154029000;5468000;;78538000;;;15599000;;21697000;;;;54464000
W R GRACE & CO;1045309;CHEMICALS & ALLIED PRODUCTS [2800];2012;;;94100000;;57800000;;20200000;-28000000;;;;-1.80E+07;18500000;;-100000;;;1166300000;;;65300000;;-37300000;;;65300000;1000000;95100000;8300000;;;;;1989200000
EPR Properties;1045450;REAL ESTATE INVESTMENT TRUSTS [6798];2012;;;93160000;;132841000;;;;108000;121556000;;;1025000;;;;;;28396000;-12202000;118823000;321786000;;;;118715000;108000;121664000;;132841000;;;;
BAXTER INTERTIOL INC;10456;SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841];2012;0.2;;;;;;1.01E+12;-219000000;;;;-1.50E+07;-1000000;;-11000000;;;;;;2107000000;;563000000;;;2107000000;;;30000000;;;;;
NVIDIA CORP;1045810;SEMICONDUCTORS & RELATED DEVICES [3674];2013;0.15;;562536000;;662039000;;231714000;;;562536000;;123626000;;;1048000;648239000;;;;;561903000;;99503000;;1578104000;561903000;;562536000;;662039000;;;;2053816000
HERITAGE FINCIAL CORP /WA/;1046025;SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED [6036];2012;;;13261000;;19439000;;6804000;;;13261000;;;;;;;;;;;13269000;69109000;6178000;;;13269000;;13261000;;19439000;;;;
TIMBERLAND BANCORP INC;1046050;SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED [6036];2013;;;4019000;;;;2472000;;;4757000;;;;;;;;;;;4858000;30237000;2514000;;607000;4858000;;4757000;;;;;;
Ingredion Inc;1046257;GRAIN MILL PRODUCTS [2040];2012;0.2778;;428000000;;601000000;;;;6000000;;;;;;;668000000;;1238000000;;;372000000;;167000000;;570000000;366000000;6000000;434000000;;;;;;
CHOICE HOTELS INTERTIOL INC /DE;1046311;HOTELS & MOTELS [7011];2012;0.287;;;;169168000;;;;;120687000;498367000;;212000;;;193142000;;;;;123272000;691509000;48481000;;;;;120687000;;;;;;
REALNETWORKS INC;1046327;SERVICES-COMPUTER PROGRAMMING SERVICES [7371];2012;;;;;57359000;;20076000;-1656000;;44841000;;313000;-5709000;;-1098000;55563000;;155111000;;;43185000;258842000;12518000;;215901000;43185000;0;44841000;-7826000;;;;;103731000
EMAGIN CORP;1046995;SEMICONDUCTORS & RELATED DEVICES [3674];2012;-0.37;;1497000;;1637000;;;;;2252000;;;;;;1623000;;14945000;755000;;;30560000;-615000;;13322000;;;2252000;;1637000;;;;15615000
RAYTHEON CO/;1047122;SEARCH, DETECTION, VIGATION, GUIDANCE, AEROUTICAL SYS [3812];2012;0.316;;;;;;;-787000000;12000000;1888000000;;;;;;;;;;-1000000;1113000000;;878000000;;;1101000000;12000000;1900000000;;;;;;
United Rentals Inc /DE;1067701;SERVICES-EQUIPMENT RENTAL & LEASING, NEC [7359];2012;;;75000000;;88000000;;3.10E+07;;;75000000;;-1.50E+07;;;5000000;591000000;;1587000000;;0;84000000;;13000000;;;84000000;;75000000;;88000000;;;;
EASTERN VIRGINIA BANKSHARES INC;1047170;STATE COMMERCIAL BANKS [6022];2012;;;1952000;;4397000;;1495000;1023000;;3452000;;;;;;;;;;;4475000;45071000;945000;;;4475000;;3452000;;4397000;;;;
FRESH DEL MONTE PRODUCE INC;1047340;AGRICULTURE PRODUCTION - CROPS [0100];2012;;0;143200000;;157200000;0;5.50E+07;;3300000;143200000;;-77500000;700000;;;161400000;;341700000;;;123200000;;12200000;4300000;;119900000;1800000;145000000;-7000000;;;;;
CONSOLIDATED EDISON INC;1047862;ELECTRIC & OTHER SERVICES COMBINED [4931];2012;0.34;;1138000000;610000000;1741000000;;;5000000;;1141000000;;;;;;;;;;;1146000000;;600000000;;;1146000000;;1141000000;;1741000000;;;;
MARRIOTT INTERTIOL INC /MD/;1048286;HOTELS & MOTELS [7011];2012;0.327;;571000000;;849000000;;;;;571000000;;;-13000000;;;940000000;;;;;575000000;;278000000;;;575000000;;571000000;;;;;;
F5 NETWORKS INC;1048695;COMPUTER COMMUNICATIONS EQUIPMENT [3576];2013;;;277314000;;438092000;;153332000;-3585000;;277314000;;4786000;;1126000;10944000;430818000;;1228267000;;;273729000;1481314000;160778000;;797449000;;;277314000;;438092000;;;;123981000
FedEx Corporation;1048911;AIR COURIER SERVICES [4513];2013;0.364;;1558000000;;;;;1133000000;;1561000000;;;;;;;;;;;;;894000000;;;;;1561000000;;;;;;
