EntityRegistrantme;EntityCentralIndexKey;standardIndustrialClassification;DocumentFiscalYearFocus;ETR;Tax_Credit_Total;NetIncomeAvailableToCommonStockholdersBasic;NonoperatingIncomeLossPlusInterestAndDebtExpense;IncomeFromContinuingOperationsBeforeTax;Tax_Settlement_Total;Federal_Income;OtherComprehensiveIncome;ComprehensiveIncomeAttributableToNoncontrollingInterest;NetIncomeAttributableToParent;CostsAndExpenses;Foreign_Income;IncomeFromEquityMethodInvestments;Other_Reconciling_Total;State_Local_Income;OperatingIncomeLoss;OtherOperatingIncome;GrossProfit;PreferredStockDividendsAndOtherAdjustments;IncomeFromDiscontinuedOperations;ComprehensiveIncome;Revenues;IncomeTaxExpenseBenefit;NondeductibleExpense_Total;OperatingExpenses;ComprehensiveIncomeAttributableToParent;NetIncomeAttributableToNoncontrollingInterest;NetIncomeLoss;Tax_Contingency_Total;IncomeBeforeEquityMethodInvestments;Deduction_Total;ExtraordaryItemsGainLoss;IncomeFromContinuingOperationsAfterTax;CostOfRevenue
ELECTRO SCIENTIFIC INDUSTRIES INC;726514;MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES [3690];2015;-0.007;;;;-43577000;;;-424000;;-43811000;;;;;;-39744000;;54681000;;;-44235000;159118000;234000;;94425000;-44235000;;-43811000;;-43577000;;;;26242000
Caseys General Stores Inc;726958;RETAIL-AUTO DEALERS & GASOLINE STATIONS [5500];2015;0.36;;180628000;;282025000;;;;;180628000;;;;;;;;1439785000;;;;;101397000;;960424000;;;180628000;;282025000;;;;
IPALCO ENTERPRISES  INC.;728391;ELECTRIC SERVICES [4911];2014;0.391;;74755000;;;;;;;77968000;;;;;;160913000;;;;;;;48044000;;;;;77968000;;;;;;
XCEL ENERGY INC;72903;ELECTRIC & OTHER SERVICES COMBINED [4931];2014;0.339;;1021306000;;1545121000;;;-1864000;;1021306000;;;30151000;;;1948130000;;;;;1019442000;;523815000;;;1019442000;;1021306000;;;;;;
NORTHERN STATES POWER CO /WI/;72909;ELECTRIC & OTHER SERVICES COMBINED [4931];2014;0.375;;;;113045000;;;;;70642000;868834000;;;;;131628000;;;;;70718000;1000462000;42403000;;;70718000;;70642000;;;;;;
BEL FUSE INC /NJ;729580;ELECTRONIC COILS, TRANSFORMERS & OTHER INDUCTORS [3677];2014;0.12;508000;9095000;;10391000;;3638000;-12607000;;9095000;;-4524000;;;-183000;14093000;;;;;-3512000;76400000;1296000;;;-3512000;;9095000;1907000;10391000;;;;399100000
WELLS FARGO & COMPANY/MN;72971;TIOL COMMERCIAL BANKS [6021];2014;0.309;1074000000;;;;;1.17E+14;1905000000;324000000;;;;;;971000000;;;;1236000000;;;;;;;;551000000;;;;;;;
UNITED BANKSHARES INC/WV;729986;STATE COMMERCIAL BANKS [6022];2014;0.334;;129658000;;194886000;;68210000;7283000;;129888000;;;;;2523000;;;;;;137171000;418542000;64998000;;;137171000;;129888000;;194886000;;;;
Northwest tural Gas Co.;73020;TURAL GAS DISTRIBUTION [4924];2014;0.415;;58692000;;100335000;;35117000;54974000;;58692000;;;;;4666000;142965000;;;;;;754037000;41643000;;611072000;;;58692000;;100335000;;;;365490000
REPLIGEN CORP;730272;BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES) [2836];2014;0.267;;8170214;;11138583;;3787118;;;8170214;52857276;-1470662;;-24884;121561;10691073;;;;;398742;63548349;2968369;;;398742;;8170214;;11138583;;;;28022034
DEVRY EDUCATION GROUP INC.;730464;SERVICES-EDUCATIOL SERVICES [8200];2015;0.121;;139899000;;153660000;;53787000;;-1509000;139899000;1753033000;-36428000;;;2453000;156910000;;;;5576000;78979000;1909943000;18537000;;;80488000;800000;140699000;;153660000;;;;1000055000
FCCC INC;730669;BLANK CHECKS [6770];2015;0;;-72000;;;;;;;-72000;;;;;;;;;;;;;;;72000;;;-72000;;;;;;
NORTHWESTERN CORPORATION;73088;ELECTRIC & OTHER SERVICES COMBINED [4931];2014;0.093;;;;110414000;;38645000;-11482000;;120686000;1026845000;;;-48917000;-1969000;178018000;;722272000;;;109204000;1204863000;-10272000;;;109204000;;120686000;;110414000;;;;
PACCAR FINCIAL CORP;731288;SHORT-TERM BUSINESS CREDIT INSTITUTIONS [6153];2014;0.379;;108600000;;175000000;;;1500000;;108600000;388500000;;;;;;;;;;110100000;563500000;66400000;;;110100000;;108600000;;175000000;;;;
UNITEDHEALTH GROUP INC;731766;HOSPITAL & MEDICAL SERVICE PLANS [6324];2014;0.418;;;;;;3.38E+09;-484000000;0;;;;;;154000000;;;;;;;;;96000000;;;0;;;;;;;
TRIO-TECH INTERTIOL;732026;SPECIAL INDUSTRY MACHINERY, NEC [3559];2015;-0.3853;;;;1325000;;;;4000;521000;;;;;;1207000;33932000;8925000;;6000;-226000;33932000;507000;;7718000;-230000;303000;824000;;;;;;12811000
HILLS BANCORPORATION;732417;STATE COMMERCIAL BANKS [6022];2014;0.292;1546000;26974000;;38103000;;13336000;-2039000;;26974000;;;;;1134000;;;;;;24935000;;11129000;;;24935000;;26974000;;38103000;;;;
VERIZON COMMUNICATIONS INC;732712;TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE) [4813];2014;0.217;;;;;;;;;;;;1780000000;;;;;;;;;;;;;;;;;;;;;
AT&T Inc.;732717;TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE) [4813];2014;0.346;;;;;;3.49E+12;180000000;294000000;;;;175000000;-628000000;-127000000;;;;;;;;;;;;294000000;;;;;;;
NUCOR CORP;73309;STEEL WORKS, BLAST FURCES  ROLLING MILLS (COKE OVENS) [3312];2014;0.3228;;711625000;;1204577000;;;-154788000;101844000;713946000;;;13505000;;;;;;;;661002000;;388787000;;;559158000;101844000;815790000;;;;;;
CNB FINCIAL CORP/PA;736772;STATE COMMERCIAL BANKS [6022];2014;0.288;;22979000;;32388000;;11336000;;;23074000;;;;;;;;;;;33578000;86882000;9314000;;;33578000;;23074000;;32388000;;;;
OCEANEERING INTERTIOL INC;73756;OIL, GAS FIELD SERVICES, NBC [1389];2014;0.313;;;;;;;-130464000;;;;;-51000;;;628330000;;859201000;;;297865000;;195148000;;;;;428329000;;;;;;1742411000
TORO CO;737758;LAWN & GARDEN TRACTORS & HOME LAWN & GARDEN EQUIPMENT [3524];2015;0.307;;201591000;;291031000;;;;;;;;8353000;;;299114000;;835935000;;;187453000;;89440000;;;187453000;;201591000;;291031000;;;;1554940000
FIRST KEYSTONE CORP;737875;STATE COMMERCIAL BANKS [6022];2014;0.204;;10211000;;12828000;;4362000;;;10211000;;;;-122000;;;;;;;14595000;31019000;2617000;;;14595000;;10211000;;12828000;;;;
AEMETIS  INC.;738214;INDUSTRIAL ORGANIC CHEMICALS [2860];2014;8.00E-04;-25000;7133000;;7139000;;2427000;;;7133000;;;;;1089000;24090000;;37144000;;;7087000;207683000;6000;;;7087000;;7133000;;7139000;;;;170539000
Bristow Group Inc.;73887;AIR TRANSPORTATION, NONSCHEDULED [4522];2015;0.204;;84300000;;111473000;;;-113823000;9635000;84300000;;;-3839000;;;;;;;;-19888000;1858669000;22766000;;1675175000;-29523000;4407000;88707000;;;;;;
CITIZENS FINCIAL SERVICES INC;739421;STATE COMMERCIAL BANKS [6022];2014;0.21;;13385000;;16944000;;5761000;;;13385000;;;;;;;;;;;15377000;35291000;3559000;;;15377000;;13385000;;16944000;;;;
OIL DRI CORP OF AMERICA;74046;MISCELLANEOUS MANUFACTURING INDUSTRIES [3990];2015;0.198;;;;14169000;;;-982000;;11368000;;;;;;15153000;;60157000;;;10386000;;2801000;;;10386000;;11368000;;;;;;201245000
FIRST OF LONG ISLAND CORP;740663;TIOL COMMERCIAL BANKS [6021];2014;0.209;;23014000;;29109000;;;;;23014000;;;;;;;;;;;32137000;81976000;6095000;;;32137000;;23014000;;29109000;;;;
R F INDUSTRIES LTD;740664;ELECTRONIC CONNECTORS [3678];2014;0.418;;1439000;;2295000;;780000;;;1439000;;;;0;135000;2266000;;10453000;;103000;;23115000;959000;;8187000;;;1439000;;2295000;;;;12662000
OLD POINT FINCIAL CORP;740971;TIOL COMMERCIAL BANKS [6021];2014;0.0455;;4116000;;4312000;;1466000;4909000;;4116000;;;;-50000;;;9138000;;;;9025000;42933000;196000;;38621000;9025000;;4116000;;4312000;;;;
OKLAHOMA GAS & ELECTRIC CO;74145;ELECTRIC SERVICES [4911];2014;0.277;;;;403600000;;;;;292000000;;;;;;538000000;;;;;292000000;;111600000;;808500000;292000000;;292000000;;;;;;
HOOPER HOLMES INC;741815;SERVICES-MISC HEALTH & ALLIED SERVICES, NEC [8090];2014;0;;;;-5890000;;;;;-8475000;;;;;;-5651000;;6787000;;-3301000;;28524000;23000;;;;;-8475000;;-5890000;;;;21737000
INVACARE CORPORATION;742112;ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES [3842];2014;0.088;;-56070000;;-63210000;;;-53537000;;-56070000;;;0;;;;;347388000;;11094000;-109607000;1270163000;5550000;;;-109607000;;-56070000;;-63210000;;;;922775000
US ECOLOGY  INC.;742126;REFUSE SYSTEMS [4953];2014;0.374;;38236000;;61050000;;;-5901000;;;;;;;;72450000;;145786000;;;32335000;447411000;22814000;;;32335000;;38236000;;61050000;;;;
Old Republic Intertiol Corporation;74260;SURETY INSURANCE [6351];2014;0.328;;409700000;;609400000;;;;;409700000;;;;;;;;;;;323900000;;199700000;;;323900000;;409700000;;609400000;;;;
Olin Corporation;74303;CHEMICALS & ALLIED PRODUCTS [2800];2014;0.355;;105700000;;162700000;;;-78000000;;105700000;;;1700000;;;203400000;1500000;;;700000;27700000;;57700000;;;27700000;;105700000;;;;;;1853200000
MAXIM INTEGRATED PRODUCTS INC;743316;SEMICONDUCTORS & RELATED DEVICES [3674];2015;0.163;;206038000;;246170000;;;-61000;;206038000;;;;;;237280000;;1271867000;;0;205977000;;40132000;;1034587000;205977000;;206038000;;246170000;;;;1034997000
CLOUDCOMMERCE  INC.;743758;RETAIL-MISCELLANEOUS RETAIL [5900];2015;0.39;;;;;;;;;-404210;;;;;;-842503;;;;;;598345;3076;250800;1440848;;;157000;;;;;;
ROSS STORES INC;745732;RETAIL-FAMILY CLOTHING STORES [5651];2014;0.38;;924724000;;1485366000;;;;;924724000;;;;;;;;;;;924665000;;560642000;;;924665000;;924724000;;1485366000;;;;
BRADY CORP;746598;MISCELLANEOUS MANUFACTURING INDUSTRIES [3990];2015;0.804;;2987000;;24995000;;;-109190000;;2987000;;;;;;35306000;;558432000;;-1915000;-106203000;;20093000;;523126000;-106203000;;2987000;;24995000;;;;613299000
GARTNER INC;749251;SERVICES-MAGEMENT SERVICES [8741];2014;0.331;;183766000;;274683000;;;-29515000;;183766000;1735279000;;;;;286162000;;1234229000;;;154251000;2021441000;90917000;;948067000;154251000;;183766000;;274683000;;;;797933000
ICAD INC;749660;SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841];2014;-0.174;;-1009000;;-856000;;;;;-1009000;;;;;;815000;;31227000;;;;43924000;153000;;30412000;;;-1009000;;;;;;6000000
SCIENTIFIC GAMES CORP;750004;SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN [7373];2014;0.526;;-234300000;;-494900000;;;;;-234300000;;;-7600000;;;-172700000;;;;0;-347000000;1786400000;-260600000;;;-347000000;;-234300000;;;;;;283700000
SUNTRUST BANKS INC;750556;TIOL COMMERCIAL BANKS [6021];2014;0.218;65000000;1722000000;;;;7.93E+08;167000000;;1774000000;;;;;12000000;;;;;;1941000000;;493000000;-57000000;;1941000000;11000000;1785000000;;;;;;
